Delta,Omega,Re[rho_eg],Im[rho_eg],rho_ee,SSRe[rho_eg],SSIm[rho_eg],SSrho_ee,ss
0,5,-0.35600928763929884,-0.09911835900028909,0.772086845673474,0.02671245963063102,-0.10315495027293416,0.12101406887541309,1
0,5,-0.33542294845274423,-0.015674983917122187,0.3344551137769738,0.02671245963063102,-0.10315495027293414,0.12101406887541306,1
0,5,0.23494599918991255,0.2643757740442949,0.7296835937852475,0.026712459630630837,-0.10315495027293418,0.12101406887541309,1
0,5,0.2350958271814636,-0.049148052756565086,0.4680849553011055,0.026712459630630986,-0.10315495027293416,0.12101406887541306,1
0,5,-0.0613679311396087,0.3598165072601116,0.31376712457302114,0.026712459630630646,-0.10315495027293418,0.1210140688754131,1
0,5,0.029067903522505656,-0.40938330430774195,0.48541591608258594,0.026712459630630875,-0.10315495027293416,0.12101406887541308,1
0,5,0.07199717164134478,0.38902294417873473,0.4462999852187082,0.026712459630630802,-0.10315495027293417,0.12101406887541306,1
0,5,-0.03160121975123609,-0.17874983332876138,0.6245508080285085,0.026712459630616008,-0.10315495027293453,0.12101406887541176,1
0,5,0.38751424065415185,0.38168010054237045,0.7106220626781614,0.026712459630630837,-0.10315495027293417,0.12101406887541309,1
0,5,0.012370684803397314,0.445107153542752,0.6462532793310349,0.026712459630630934,-0.10315495027293417,0.12101406887541308,1
0,5,0.17428323783647404,-0.35796993726278536,0.24760812901449203,0.026712459630630882,-0.10315495027293417,0.12101406887541309,1
0,5,-0.43820724978662606,0.1895150275752402,0.6193406388184752,0.026712459630630937,-0.10315495027293417,0.12101406887541308,1
0,5,0.1777248311649986,-0.054028749403675747,0.059200993373135,0.02671245963063082,-0.10315495027293418,0.12101406887541308,1
0,5,-0.031125989325105463,0.4679806182350885,0.5958158320755518,0.02671245963063076,-0.10315495027293418,0.12101406887541309,1
0,5,0.2700009983923326,-0.16952355094397342,0.858441122921737,0.02671245963063082,-0.10315495027293416,0.12101406887541309,1
0,5,0.34546163436146893,0.31688916681220314,0.16734438887750458,0.02671245963063102,-0.10315495027293413,0.12101406887541305,1
0,5,0.3748068424200124,-0.00016454316712555261,0.5323156463058869,0.026712459630630892,-0.10315495027293418,0.12101406887541308,1
0,5,-0.27080882186990296,0.45747591380590413,0.6622321170064287,0.02671245963063109,-0.1031549502729341,0.12101406887541304,1
0,5,-0.14120096288991646,-0.3408751994424055,0.8335583340971777,0.02671245963063102,-0.10315495027293416,0.12101406887541309,1
0,5,0.43384148065910155,0.26701387424158063,0.17435362847631053,0.026712459630630868,-0.10315495027293417,0.12101406887541306,1
0,5,-0.12643809029491537,-0.37546014321764254,0.0995972243246328,0.026712459630630885,-0.10315495027293414,0.12101406887541306,1
0,5,0.09472030392713116,-0.16229643409901873,0.7665313756767991,0.0267124596306309,-0.10315495027293416,0.12101406887541305,1
0,5,0.22981098716883186,-0.15414434440536295,0.07700268160758195,0.026712459630630857,-0.10315495027293416,0.1210140688754131,1
0,5,-0.4558842277870616,-0.15140185414016627,0.30512109098503504,0.026712459630630944,-0.10315495027293417,0.12101406887541309,1
0,5,0.006807040227379657,-0.1463202916952946,0.1914481119696727,0.026712459630630882,-0.10315495027293417,0.12101406887541308,1
0,5,-0.018508197348301003,0.3420083095471991,0.12871912581420086,0.026712459630630837,-0.10315495027293416,0.12101406887541308,1
0,5,0.3384584760249323,0.1056246892025956,0.20296394717637822,0.026712459630630965,-0.10315495027293416,0.1210140688754131,1
0,5,0.3729856092317789,-0.15039799213530824,0.5020496267791146,0.026712459630636662,-0.103154950272934,0.12101406887541356,1
0,5,-0.07403234730056374,0.2476835559637749,0.785674782606627,0.026712459630630993,-0.10315495027293414,0.12101406887541306,1
0,5,-0.4130173893294278,-0.26005833773305786,0.7942062112984958,0.026712459630630972,-0.10315495027293416,0.12101406887541308,1
0,5,-0.3183095474298654,-0.3699566099822471,0.25539038514282475,0.026712459630630698,-0.10315495027293418,0.12101406887541309,1
0,5,0.13378788069480319,0.43153222337054475,0.5568597931259951,0.026712459630630996,-0.10315495027293413,0.12101406887541305,1
0,5,-0.4748590080175543,0.4143577652269661,0.618100987518452,0.026712459630630837,-0.10315495027293417,0.12101406887541308,1
0,5,-0.047046533607077556,-0.334588871284774,0.9477533706198233,0.026712459630630805,-0.10315495027293417,0.12101406887541308,1
0,5,-0.34337026678568483,0.07052409837838458,0.43531594551314656,0.026712459630630753,-0.10315495027293418,0.12101406887541309,1
0,5,-0.03887575974539792,0.34732866026314424,0.1121745242143406,0.026712459630630816,-0.10315495027293418,0.12101406887541309,1
0,5,-0.017437096593202472,0.1199450017226189,0.07097011671317977,0.026712459630630823,-0.10315495027293416,0.12101406887541309,1
0,5,0.03043895760092097,0.028745350273200465,0.37348845187405866,0.026712459630630837,-0.10315495027293416,0.12101406887541306,1
0,5,-0.19714613686191695,0.49039850708451893,0.22673336731575922,0.026712459630631003,-0.10315495027293414,0.12101406887541306,1
0,5,0.4087371357007532,-0.42266189096576046,0.877044743391078,0.02671245963063103,-0.10315495027293414,0.12101406887541306,1
0,5,0.25226179040143504,0.2308851889390371,0.17095936933982214,0.026712459630622017,-0.10315495027293435,0.12101406887541225,1
0,5,0.018785124722312085,-0.23974915043964673,0.05253025684828572,0.02671245963063108,-0.10315495027293414,0.12101406887541308,1
0,5,-0.288918312417382,-0.22045122413939944,0.57962153046232,0.02671245963063098,-0.10315495027293416,0.12101406887541309,1
0,5,-0.4960764680065144,0.21504336265251212,0.3849844041385573,0.02671245963063077,-0.10315495027293418,0.12101406887541309,1
0,5,0.28001154234117864,0.41267010219678046,0.6010112486589145,0.026712459630631104,-0.10315495027293416,0.12101406887541308,1
0,5,0.05555258929765605,-0.12102705001203162,0.41039979731906784,0.026712459630632852,-0.1031549502729341,0.12101406887541324,1
0,5,-0.47248639481384713,-0.07939328749483865,0.9569780053671066,0.02671245963063319,-0.10315495027293407,0.12101406887541324,1
0,5,-0.14741077877485664,0.025330951355624354,0.8478612254336786,0.026712459630630916,-0.10315495027293418,0.12101406887541308,1
0,5,-0.043473647127962645,0.1656626199522946,0.7781967159688081,0.026712459630630948,-0.10315495027293414,0.12101406887541306,1
0,5,-0.4249905279025792,0.09974435140957216,0.8293468456967799,0.02671245963063107,-0.10315495027293413,0.12101406887541306,1
0,5,0.46423835414418524,0.3588536361203889,0.8088216598979538,0.026712459630630993,-0.10315495027293417,0.12101406887541309,1
0,5,-0.20915220767766152,0.028497783735538462,0.19379790348154025,0.026712459630630753,-0.10315495027293416,0.12101406887541309,1
0,5,-0.21073551311696548,0.1676469966795746,0.14293626862833864,0.026712459630630823,-0.10315495027293417,0.12101406887541306,1
0,5,-0.34138466319863126,0.1606044215788427,0.6303919667483446,0.026712459630630805,-0.10315495027293417,0.12101406887541306,1
0,5,0.002552950691650846,-0.010109923183262426,0.8328241346110972,0.026712459630630764,-0.10315495027293417,0.1210140688754131,1
0,5,-0.28860418848312586,0.24005770719796948,0.41065188367618277,0.026712459630630857,-0.10315495027293417,0.12101406887541308,1
0,5,-0.2093679374101174,-0.1582063673633609,0.9437379975011362,0.026712459630631083,-0.10315495027293414,0.12101406887541308,1
0,5,-0.38413896877474807,0.3545607935513202,0.7771924199280658,0.026712459630630823,-0.10315495027293417,0.12101406887541309,1
0,5,-0.37889563712276053,0.42390405726399605,0.3074786432088159,0.02671245963063099,-0.10315495027293413,0.12101406887541308,1
0,5,0.39589508613999347,0.19445019826410426,0.7981199288229206,0.026712459630630906,-0.10315495027293417,0.12101406887541309,1
0,5,0.01515968503457743,0.25829867264254713,0.37046640041726553,0.026712459630630916,-0.10315495027293417,0.12101406887541308,1
0,5,-0.2623552710022823,-0.08789587440865199,0.6514333378308494,0.026712459630630812,-0.10315495027293416,0.12101406887541305,1
0,5,0.38165588452414245,-0.39732067507569635,0.7450798444837328,0.02671245963063101,-0.10315495027293414,0.12101406887541305,1
0,5,0.07720125045267756,0.44644506873148826,0.2356051729884494,0.0267124596306309,-0.10315495027293417,0.12101406887541309,1
0,5,0.3105696165611973,0.4011827375488257,0.5378708063174449,0.02671245963063084,-0.10315495027293417,0.1210140688754131,1
0,5,-0.07371653310703907,0.07808908663955294,0.5422065509693677,0.026712459630630767,-0.10315495027293417,0.12101406887541306,1
0,5,0.040384526394833475,0.1738178832334094,0.30806495296876,0.026712459630630733,-0.10315495027293416,0.12101406887541309,1
0,5,0.24480344817850952,0.05492519885754832,0.27880864373168945,0.026712459630630844,-0.10315495027293416,0.12101406887541308,1
0,5,0.3368740853757999,0.45524000217416605,0.2596510856540337,0.02671245963063071,-0.10315495027293417,0.12101406887541308,1
0,5,-0.3745603373054749,0.2664038565602429,0.09955464053310048,0.026712459630630892,-0.10315495027293413,0.12101406887541305,1
0,5,0.33837508020303164,-0.30819076729960915,0.819537853344368,0.02671245963063089,-0.10315495027293417,0.12101406887541309,1
0,5,0.389790391569073,-0.49408605862941535,0.10421773387257827,0.02671245963063092,-0.10315495027293416,0.12101406887541308,1
0,5,-0.2660743414665441,-0.04659249598030235,0.6671653035643885,0.026712459630630882,-0.10315495027293414,0.12101406887541306,1
0,5,0.35298295954526826,-0.013358124171691133,0.7284823858570617,0.02671245963063066,-0.10315495027293421,0.12101406887541309,1
0,5,0.21255751275298151,0.4091443196780007,0.26678970244647315,0.026712459630630646,-0.10315495027293418,0.12101406887541308,1
0,5,0.07820086462533893,-0.32271071436902643,0.6116933958758561,0.026712459630630996,-0.10315495027293417,0.12101406887541308,1
0,5,0.1667490181239355,-0.10766542734843276,0.7071399413579416,0.026712459630630972,-0.10315495027293416,0.12101406887541306,1
0,5,0.40155340473368684,0.38657535811285637,0.5664675020923127,0.026712459630630736,-0.10315495027293418,0.12101406887541309,1
0,5,-0.07884931448032062,-0.3799072604080318,0.18530364539602107,0.026712459630634566,-0.10315495027293406,0.1210140688754134,1
0,5,0.2144521677466915,0.2175162104858699,0.6772716770232865,0.02671245963063088,-0.10315495027293416,0.12101406887541306,1
0,5,-0.4335670454056699,-0.3243130065539759,0.7421367985214904,0.026712459630630927,-0.10315495027293418,0.12101406887541308,1
0,5,-0.16791918450834276,0.2624669453009396,0.8364272905885042,0.026712459630631017,-0.10315495027293414,0.12101406887541305,1
0,5,0.40641800841635956,0.05924814435579617,0.3649501410295428,0.026712459630630937,-0.10315495027293416,0.12101406887541308,1
0,5,-0.0699654691148257,-0.21580366669226536,0.6978446795272262,0.026712459630621677,-0.10315495027293439,0.12101406887541219,1
0,5,-0.04896949545906537,0.3475958855983461,0.3889531060138285,0.026712459630630927,-0.10315495027293417,0.12101406887541306,1
0,5,0.35428292410163187,0.33974496925478403,0.6051735557309905,0.02671245963063062,-0.1031549502729342,0.1210140688754131,1
0,5,-0.05733546470239115,-0.052772385274199696,0.1006235891613434,0.026712459630630948,-0.10315495027293416,0.12101406887541309,1
