Delta,Omega,Re[rho_eg],Im[rho_eg],rho_ee,SSRe[rho_eg],SSIm[rho_eg],SSrho_ee,ss
-1,8,-0.2869807477263262,0.23413543131536008,0.07128540380984139,0.0804562067610431,-0.1620775028284712,0.20307803284932516,1
-1,8,0.377232738436432,0.376306377502319,0.22579716567627472,0.08045620676085445,-0.1620775028282957,0.20307803284903234,1
-1,8,-0.354612840000071,0.06607261077814397,0.5362628648400423,0.0804562067587238,-0.16207750282509456,0.20307803284379142,1
-1,8,-0.0918720554963397,0.28916604188514117,0.6459661160832912,0.4907478036527553,0.03818901935283511,0.08730743237338569,3
-1,8,-0.07020281464479616,0.2413611497032806,0.0927112398935348,0.08045620675880777,-0.16207750282509348,0.20307803284379627,1
-1,8,0.4146949496528818,-0.010732181967613608,0.4276667882982872,0.08045620676022447,-0.16207750282753497,0.20307803284777737,1
-1,8,-0.4785860746925361,0.14077516972329507,0.7432289470668791,0.08045620676031272,-0.1620775028274933,0.20307803284771805,1
-1,8,0.048070020309410655,0.2646338974408,0.33236901861073154,0.08045620675902404,-0.16207750282556901,0.20307803284456702,1
-1,8,-0.23740340081944145,-0.32462194524687504,0.2212521685208817,0.08045620676114405,-0.1620775028274031,0.20307803284763906,1
-1,8,-0.22615663830613375,0.43563237924836073,0.49892295823535293,0.08045620676066682,-0.16207750282841207,0.20307803284920234,1
-1,8,0.1776851865810516,0.4464858583481315,0.4471434949539945,0.0804562067586102,-0.16207750282493352,0.20307803284352724,1
-1,8,0.3780507902089836,0.48429392145745753,0.2744811944539747,0.08045620675526066,-0.162077502816438,0.20307803282979636,1
-1,8,0.43761785825314536,0.09542194811345484,0.4300759173037507,0.08045620676136578,-0.16207750282977132,0.20307803285141188,1
-1,8,0.13547419324956178,-0.4329941905477621,0.30562948704932213,0.08045620675896169,-0.16207750282537237,0.2030780328442503,1
-1,8,-0.1435736779627741,0.31027086616891575,0.3503156561459113,0.08045620675873648,-0.1620775028249911,0.20307803284362833,1
-1,8,0.40476777317316204,-0.13521186715160227,0.5290414383057382,0.08045620675964901,-0.1620775028264226,0.20307803284596893,1
-1,8,0.37703689755691583,-0.4447870521675368,0.5090317417006982,0.08045620675924729,-0.16207750282542607,0.20307803284435758,1
-1,8,0.11989209968285564,0.2402998438617021,0.36864158929078417,0.08045620676003146,-0.16207750282730257,0.20307803284739392,1
-1,8,0.0006346742335356925,0.4075969490602287,0.10447659748267024,0.08045620676148486,-0.16207750282943614,0.20307803285088943,1
-1,8,0.2545229236029454,-0.00037527419921734584,0.3561647025836636,0.0804562067587413,-0.16207750282512742,0.20307803284384487,1
-1,8,0.13486929671418268,0.49141836705320174,0.4894476098175573,0.08045620676012051,-0.16207750282700276,0.2030780328469253,1
-1,8,-0.48965019334625626,-0.17674472243863426,0.8202328233167304,0.08045620676131261,-0.16207750282902975,0.2030780328502318,1
-1,8,-0.49162445945258826,-0.33583130494050706,0.366851050962153,0.08045620676187745,-0.16207750282973143,0.20307803285138817,1
-1,8,-0.06755788496401571,-0.04496661391293011,0.9806252204629675,0.08045620675885108,-0.16207750282528402,0.20307803284410172,1
-1,8,-0.10317876970300621,-0.2911087605106466,0.6788710246697556,0.08045620676032132,-0.16207750282749087,0.20307803284771483,1
-1,8,-0.43842661357550794,-0.4285313617544455,0.04080714026503962,0.08045620676066248,-0.1620775028279425,0.20307803284845743,1
-1,8,0.049189499168433404,0.4159616241767774,0.5896080838153328,0.08045620675885735,-0.1620775028253311,0.20307803284417678,1
-1,8,-0.33744980212866693,0.30487353113021,0.3145492584480969,0.08045620675898078,-0.16207750282539088,0.20307803284428116,1
-1,8,-0.24714479536722633,0.05963586471753857,0.6894478473317955,0.0804562067599873,-0.16207750282680256,0.20307803284659756,1
-1,8,0.07190129362115116,0.08152892302040415,0.9074274606191555,0.0804562067584099,-0.16207750282373445,0.20307803284161044,1
-1,8,0.4423648351143201,0.16933813515285534,0.4993521258590867,0.08045620675080326,-0.16207750280936853,0.20307803281824202,1
-1,8,0.353844412964224,-0.26558656746060816,0.7285645491913468,0.08045620675859368,-0.16207750282495353,0.20307803284355772,1
-1,8,0.3290588158924945,0.22742796641835716,0.7119376869865348,0.08045620675993737,-0.16207750282700026,0.2030780328469072,1
-1,8,-0.09211313366335716,0.46490845228341615,0.9033500664740917,0.08045620676094462,-0.16207750282836642,0.2030780328491515,1
-1,8,0.31907039666369497,0.07394134426491972,0.4649689925585565,0.0804562067592,-0.16207750282578343,0.2030780328449206,1
-1,8,0.2214205254713384,0.41269340939477983,0.6465293736374633,0.08045620675379092,-0.16207750281559502,0.2030780328283465,1
-1,8,-0.020811270281615224,-0.4379279913813747,0.98335367620239,0.08045620676126489,-0.16207750282890065,0.20307803285002346,1
-1,8,0.45272455374910203,0.43377404098628447,0.36784347018623675,0.08045620675879353,-0.16207750282525624,0.2030780328440533,1
-1,8,0.37980348884828996,-0.33726415511966334,0.8975049275067184,0.08045620676129839,-0.16207750282902067,0.20307803285021622,1
-1,8,0.1878047649223551,-0.45045211105560456,0.353063184763569,0.08045620675694067,-0.16207750282198596,0.20307803283872425,1
-1,8,0.030449678484367304,0.4937303831251705,0.02152854824890449,0.08045620676086036,-0.16207750282829061,0.20307803284902468,1
-1,8,-0.334978338279865,-0.10299565389907817,0.21304904800385183,0.08045620676012458,-0.16207750282699798,0.203078032846918,1
-1,8,-0.12528607177047757,0.06291558317922297,0.49539563466572356,0.4907478028765779,0.03818903685061993,0.08730743893153309,3
-1,8,0.3359123082658797,0.06296106118311173,0.5430529725242761,0.08045620675971585,-0.1620775028263884,0.2030780328459198,1
-1,8,-0.21498175042562728,0.3879469442916459,0.850483591805087,0.0804562067585534,-0.16207750282398822,0.2030780328420239,1
-1,8,-0.1271817899897827,-0.46358696963379864,0.2034227065167853,0.08045620675909415,-0.16207750282507655,0.20307803284379156,1
-1,8,0.04238667129520035,-0.17332142833966357,0.5520845055149832,0.08045620675871033,-0.16207750282510955,0.20307803284381418,1
-1,8,0.4642819957574733,0.20587148373332886,0.36538327867556597,0.0804562067611847,-0.16207750282887182,0.20307803284997147,1
-1,8,0.3966568370402874,-0.021219497402792165,0.9247197126595552,0.08045620676137509,-0.1620775028290845,0.20307803285032347,1
-1,8,-0.1547194872928801,0.23503729956970076,0.6532946383578129,0.49074780303524757,0.03818903346657101,0.08730743759289288,3
-1,8,-0.04599715288561956,-0.45393340077231237,0.882914907288255,0.08045620676131242,-0.16207750282892266,0.20307803285006204,1
-1,8,-0.07446678638760118,-0.25959119941098696,0.9080102067552609,0.08045620676021806,-0.16207750282733394,0.20307803284745807,1
-1,8,0.3967067426797062,0.43923118270701056,0.29690833649879456,0.08045620675697511,-0.16207750282116024,0.20307803283741752,1
-1,8,0.2132640302079294,0.4963676178084653,0.7804083659989582,0.08045620676051156,-0.1620775028277632,0.2030780328481614,1
-1,8,0.24916769795095695,-0.10794845385483653,0.9414594685792124,0.08045620676103844,-0.1620775028293076,0.20307803285065124,1
-1,8,0.07595409482160997,-0.20496468373628085,0.7666823571617871,0.08045620676035674,-0.16207750282792027,0.20307803284839854,1
-1,8,-0.2490029188702556,-0.2615569686618291,0.5577148459210668,0.08045620675888172,-0.16207750282538047,0.20307803284425693,1
-1,8,-0.3273213163457558,0.24284151941218735,0.478239145396252,0.08045620676034054,-0.16207750282787584,0.20307803284832684,1
-1,8,0.22635694341780277,0.18267160151316553,0.368577295872101,0.08045620676099076,-0.16207750282905634,0.20307803285024906,1
-1,8,0.39638536671817914,-0.3498943316351526,0.5219932946417662,0.08045620676166457,-0.16207750282948055,0.2030780328509738,1
-1,8,-0.1766967038352405,0.026002827718447197,0.7326342844007137,0.08045620675973199,-0.16207750282655745,0.20307803284618914,1
-1,8,-0.0668786640321768,0.268180005137866,0.7418580300398023,0.08045620676134017,-0.1620775028297139,0.2030780328513188,1
-1,8,-0.44859839588355976,-0.031028354561362548,0.47774400732081257,0.0804562067603453,-0.16207750282753994,0.20307803284779455,1
-1,8,-0.05964769983578777,-0.22626953773667857,0.11147499448122278,0.08045620675866756,-0.16207750282500422,0.20307803284364376,1
-1,8,0.4962676500761889,0.01600477966759417,0.41215756794485925,0.08045620675815002,-0.16207750282440372,0.20307803284265147,1
-1,8,-0.2934963845668328,-0.22065184292938356,0.11641256999482441,0.08045620675846435,-0.16207750282484262,0.20307803284337178,1
-1,8,0.4148742566111967,0.21432894426610027,0.6933330536130693,0.08045620676003463,-0.16207750282726788,0.20307803284733913,1
-1,8,0.40127312908462986,0.4355206080799814,0.3507414072356858,0.0804562067601039,-0.16207750282704506,0.20307803284699105,1
-1,8,-0.4100113378678787,0.04959460590693454,0.04651405747810555,0.08045620676089707,-0.16207750282843128,0.20307803284925066,1
-1,8,0.14354419799090024,-0.30618325073394304,0.1555656873502982,0.08045620675862203,-0.16207750282402592,0.2030780328420889,1
-1,8,0.38846452658939,-0.48137323620349504,0.8776312979243865,0.08045620676009746,-0.16207750282715086,0.20307803284715842,1
-1,8,-0.34519239083561315,0.1992935439751935,0.01669982316430052,0.08045620675979197,-0.16207750282642605,0.20307803284598538,1
-1,8,-0.2978139292558106,-0.31472116433372266,0.73350913173493,0.08045620675874637,-0.16207750282515945,0.20307803284389606,1
-1,8,-0.4829806234361924,-0.3810632354639585,0.9618121481777824,0.08045620676116079,-0.1620775028286509,0.2030780328496193,1
-1,8,-0.45841466483275406,0.15346882100486092,0.708838662046553,0.08045620676109838,-0.16207750282874203,0.20307803284975895,1
-1,8,0.43154938501634743,-0.29057055175907,0.5852846126381339,0.08045620675976621,-0.16207750282651032,0.20307803284611706,1
-1,8,-0.45227987913243406,0.08218916691738376,0.9181055326101988,0.08045620675830893,-0.16207750282355604,0.2030780328413197,1
-1,8,-0.47171373242972425,-0.4313234996860855,0.2891086960223326,0.0804562067601883,-0.1620775028272949,0.20307803284739379,1
-1,8,0.04305236207233354,-0.11672609439350756,0.883058036745674,0.08045620675871402,-0.16207750282485683,0.20307803284341372,1
-1,8,-0.41516766916204784,-0.44261719805865085,0.3968636681736972,0.08045620676111032,-0.16207750282869812,0.20307803284969023,1
-1,8,-0.3841601176984655,0.41307607216454234,0.75732209798933,0.08045620675922975,-0.16207750282543584,0.2030780328443717,1
-1,8,0.333419185686163,-0.021111268861101706,0.31229351179780407,0.08045620675977357,-0.1620775028266544,0.2030780328463461,1
