Delta,Omega,Re[rho_eg],Im[rho_eg],rho_ee,SSRe[rho_eg],SSIm[rho_eg],SSrho_ee,ss
8,6,0.33969617572391564,-0.0663991835943305,0.7165865077007805,0.027083289589923204,-0.12319857836861296,0.1021684429162188,1
8,6,-0.44991681285882557,-0.475875076167416,0.8516262601644942,0.02708328958999642,-0.12319857836858256,0.10216844291622257,1
8,6,-0.4856847972255285,0.2583452411998268,0.8452563652696532,0.027083289589996444,-0.12319857836858257,0.10216844291622255,1
8,6,0.2821126715427953,-0.1457635472468104,0.07680047826739345,0.02708328958999664,-0.12319857836858251,0.10216844291622255,1
8,6,-0.17958782017526476,0.18561957548256314,0.6873892542187643,0.02708328958924493,-0.12319857836891229,0.10216844291617867,1
8,6,0.38049483481758006,0.10178689052432599,0.19225645850843098,0.027083289589996316,-0.12319857836858258,0.1021684429162226,1
8,6,0.0986726608417281,0.4050333748720645,0.23401530620935396,0.02708328958999652,-0.1231985783685825,0.10216844291622255,1
8,6,-0.15085368977762936,0.13272307390791704,0.09780588576490801,0.027083289589996593,-0.1231985783685825,0.10216844291622258,1
8,6,0.05588985740453012,0.08847787320988121,0.6545882804142116,0.02708328958999657,-0.12319857836858251,0.10216844291622258,1
8,6,0.40475525063465567,-0.4960943600987737,0.48779073085007485,0.027083289589996232,-0.12319857836858261,0.10216844291622258,1
8,6,-0.4218715311690253,0.3555987765922628,0.21445874798161735,0.027083289589996458,-0.12319857836858256,0.10216844291622257,1
8,6,-0.32540903101829444,-0.40363152916946965,0.6921076446782424,0.027083289589996496,-0.12319857836858256,0.10216844291622257,1
8,6,-0.1662215979669568,-0.3185546378694841,0.24887387503187597,0.027083289589996274,-0.12319857836858254,0.10216844291622258,1
8,6,0.09484469911364335,0.21253395352325555,0.13605818507207124,0.027083289590870474,-0.12319857836823704,0.10216844291626218,1
8,6,-0.15170838922035235,-0.3830482042152994,0.8707715954987865,0.027083289589996264,-0.12319857836858258,0.10216844291622255,1
8,6,-0.0972329314555953,-0.23513992576510412,0.5684550892898501,0.027083289589996305,-0.12319857836858261,0.10216844291622257,1
8,6,0.1949091780135055,-0.19733840514257528,0.9583961295258674,0.027083289589996683,-0.12319857836858251,0.10216844291622255,1
8,6,-0.44806752025478347,0.21073796684134494,0.3740918488010265,0.027083289589996496,-0.12319857836858254,0.10216844291622257,1
8,6,-0.02734537689645955,0.3485446512899897,0.4578277885697244,0.027083289589996486,-0.12319857836858254,0.10216844291622257,1
8,6,-0.29379358702775393,-0.41805229182691295,0.20908549581370606,0.027083289589996378,-0.1231985783685826,0.10216844291622257,1
8,6,-0.3778235670549459,0.16797584024679568,0.7892749791919327,0.027083289589996666,-0.12319857836858243,0.1021684429162226,1
8,6,0.3665394052166637,0.049383937875180806,0.9986740555968536,0.02708328958999627,-0.12319857836858265,0.10216844291622254,1
8,6,-0.2661378028745247,-0.1958615576239906,0.02447058386319112,0.02708328959088354,-0.12319857836819163,0.10216844291627493,1
8,6,0.3440416499794936,-0.36857560567941605,0.2727851339704448,0.027083289589996385,-0.12319857836858257,0.10216844291622257,1
8,6,-0.1548264245299218,0.43545526191470985,0.46400566307433144,0.02708328958999669,-0.12319857836858249,0.10216844291622257,1
8,6,0.000406094202752616,-0.17061182348038129,0.3873076940393463,0.027083289589996694,-0.12319857836858249,0.10216844291622257,1
8,6,0.25415843917817416,-0.4015121687054095,0.27616837132971783,0.02708328958999582,-0.12319857836858279,0.10216844291622255,1
8,6,0.3448786752435773,-0.07188748550118507,0.4202952029046765,0.02708328959155396,-0.12319857836790667,0.10216844291631134,1
8,6,-0.2946414753612858,-0.12816527937626754,0.19763076420549375,0.027083289589996434,-0.12319857836858257,0.10216844291622254,1
8,6,-0.20781253870156546,0.011226673287876077,0.861640681661421,0.02708328958999652,-0.12319857836858249,0.10216844291622257,1
8,6,0.13517106108727606,-0.01911527037163996,0.6165461086538533,0.027083289589996548,-0.12319857836858251,0.10216844291622257,1
8,6,0.26351710283653884,-0.0744411577223476,0.012416633216966622,0.027083289589996392,-0.12319857836858257,0.10216844291622258,1
8,6,0.042456393862563724,-0.37630550019668907,0.5743207661000118,0.027083289589996704,-0.12319857836858246,0.10216844291622257,1
8,6,-0.46277466057741523,0.21174109759678839,0.11890224545163774,0.02708328958999648,-0.12319857836858254,0.10216844291622258,1
8,6,0.3901239711878164,0.17718219726357454,0.6902836841228153,0.027083289589996524,-0.12319857836858254,0.10216844291622258,1
8,6,-0.39323446941348483,-0.2503099036489891,0.6954512699292221,0.027083289589996548,-0.12319857836858251,0.10216844291622257,1
8,6,0.08494331829511559,0.24358427493061408,0.835837404361345,0.027083289589996323,-0.12319857836858258,0.10216844291622255,1
8,6,-0.38107231675488773,0.015839254857106688,0.9684644952782078,0.027083289589996413,-0.12319857836858257,0.10216844291622257,1
8,6,-0.01924857464481966,0.31613453316543505,0.17919438009299782,0.027083289589996448,-0.12319857836858254,0.10216844291622261,1
8,6,-0.2896176118625886,0.49292132316617354,0.9544648242259064,0.027083289589996073,-0.1231985783685827,0.10216844291622257,1
8,6,0.06958335495159762,0.16699791204514414,0.02578909430288201,0.02708328958999644,-0.12319857836858257,0.10216844291622255,1
8,6,0.30803677817076225,-0.013829385214870982,0.14244494461522117,0.02708328958999642,-0.12319857836858257,0.1021684429162226,1
8,6,-0.37309667201674834,0.20192940722958141,0.1821048704318533,0.02708328958990965,-0.12319857836861582,0.10216844291621895,1
8,6,0.10722984759721776,0.4490117638980913,0.5456683377409401,0.027083289589996347,-0.12319857836858256,0.10216844291622258,1
8,6,0.14896063806140725,0.43676780215058164,0.34305485220398535,0.027083289589996323,-0.12319857836858258,0.10216844291622255,1
8,6,-0.012358866638899402,0.2466074515764045,0.575865163167868,0.027083289589996288,-0.12319857836858254,0.10216844291622258,1
8,6,-0.42996113440400574,-0.4052823870184845,0.502808836958557,0.027083289590187007,-0.12319857836849898,0.10216844291623371,1
8,6,0.2597672535256852,-0.47235408004274704,0.5261616993637712,0.027083289589996312,-0.12319857836858257,0.1021684429162226,1
8,6,0.3137507677337019,0.42342145438135104,0.6340001392283083,0.027083289589996336,-0.12319857836858257,0.10216844291622258,1
8,6,-0.39312130431205117,-0.43846363926988996,0.4077182159061077,0.02708328958999654,-0.12319857836858258,0.10216844291622255,1
8,6,-0.2803300872791703,0.12204340571202765,0.5128371237738978,0.027083289589996364,-0.12319857836858258,0.10216844291622255,1
8,6,-0.3727544929217472,0.3675780686631265,0.40442586009878956,0.027083289589996475,-0.12319857836858256,0.10216844291622258,1
8,6,0.33343034588931886,-0.47028321611547663,0.43193333267140765,0.02708328958999645,-0.12319857836858256,0.10216844291622257,1
8,6,0.4061061381648048,0.3597835341665694,0.39437430433144405,0.027083289589996305,-0.12319857836858257,0.10216844291622257,1
8,6,-0.07518118054585843,0.3350538506180667,0.8804322905518882,0.027083289589996586,-0.1231985783685825,0.10216844291622257,1
8,6,0.4282716689134445,0.024243577719892606,0.12059612626228278,0.027083289589996284,-0.12319857836858258,0.1021684429162226,1
