Delta,Omega,Re[rho_eg],Im[rho_eg],rho_ee,SSRe[rho_eg],SSIm[rho_eg],SSrho_ee,ss
-2,5,0.4261022926732645,-0.24045880697135513,0.5529705861642549,0.029283430123902214,-0.10075555619621605,0.13197238142828968,1
-2,5,0.4962763639116332,-0.2676433714012334,0.11713375188621167,0.029283430123906863,-0.10075555619621676,0.1319723814282905,1
-2,5,0.45339551233089304,-0.44536186308401504,0.38614357293656854,0.02928343012390006,-0.10075555619621575,0.13197238142828935,1
-2,5,0.1455382418992981,-0.005393672266581051,0.9200678810607232,0.029283430123905857,-0.10075555619621657,0.13197238142829026,1
-2,5,0.4140622810722052,0.49290383173855123,0.6207579062954269,0.0292834301239061,-0.10075555619621657,0.1319723814282903,1
-2,5,-0.0524368776659927,0.06522191614715078,0.8979344898766854,0.029283430123908768,-0.10075555619621708,0.13197238142829085,1
-2,5,0.061841843171395405,0.033351047688522595,0.12386267976784793,0.029283430121515998,-0.10075555619586889,0.131972381427888,1
-2,5,-0.09212604439438898,-0.0075586322246008475,0.6843907421788498,0.029283430123907845,-0.10075555619621691,0.13197238142829065,1
-2,5,0.3868087065578374,0.19613504142428062,0.6575671872134206,0.029283430123906218,-0.10075555619621668,0.13197238142829038,1
-2,5,-0.46500452519158264,-0.08073498243704313,0.9042907696992912,0.029283430123906298,-0.10075555619621672,0.13197238142829043,1
-2,5,-0.027054138620533408,0.04122002962667337,0.7457933923494577,0.02928343012403514,-0.10075555619623622,0.13197238142831272,1
-2,5,0.3769397931649032,-0.2763094804481814,0.02443068304524365,0.029283430123907377,-0.10075555619621684,0.13197238142829054,1
-2,5,0.07164600235767526,-0.03376271260435515,0.8636334193107422,0.029283430123906325,-0.10075555619621664,0.13197238142829038,1
-2,5,0.0011384505174441006,0.3331161951252566,0.5104915259071383,0.029283430123906877,-0.10075555619621672,0.13197238142829043,1
-2,5,0.10684622571310887,0.1791919189662592,0.293123957201896,0.029283430123906527,-0.10075555619621675,0.13197238142829043,1
-2,5,0.3591928351185869,0.3194309011567542,0.9919234728815194,0.02928343012391278,-0.10075555619621764,0.1319723814282915,1
-2,5,-0.017052352686688144,-0.26154716929438027,0.6207930476148036,0.029283430123905878,-0.10075555619621664,0.13197238142829032,1
-2,5,-0.24377259329686618,0.4290162560153623,0.3552408214565148,0.029283430123906672,-0.10075555619621673,0.13197238142829046,1
-2,5,-0.3947745565330001,0.24072174731507046,0.015835959872253946,0.029283430123466132,-0.10075555619615072,0.13197238142821469,1
-2,5,0.23664764852211362,-0.18391840928493397,0.008444507610787744,0.02928343012390646,-0.10075555619621673,0.13197238142829043,1
-2,5,-0.34636381422203755,-0.47979525826450753,0.3663770149498724,0.029283430123906707,-0.10075555619621676,0.13197238142829046,1
-2,5,0.33495761195108,0.29425971604053625,0.9996790383829408,0.02928343012390689,-0.10075555619621673,0.1319723814282905,1
