Delta,Omega,Re[rho_eg],Im[rho_eg],rho_ee,SSRe[rho_eg],SSIm[rho_eg],SSrho_ee,ss
0,10,-0.40935795546822584,-0.15213784982228828,0.8155087583468728,0.13725930622766763,-0.20312304898929687,0.24149554640913345,1
0,10,-0.16176462992498708,0.04351942737123826,0.4362111161675668,0.49665129269508307,-0.00678499877015162,0.05727340884188466,3
0,10,0.1506951613371319,-0.3939251626782365,0.4961083177451544,0.13725930659835314,-0.20312304896374886,0.2414955464739399,1
0,10,0.20390411353205007,-0.4799831978966205,0.6340474711476793,0.13725930619031174,-0.20312304899193082,0.24149554640237525,1
0,10,-0.1731724004744899,-0.41068283299601394,0.12243925032641756,0.1372593060153404,-0.20312304900406578,0.24149554637150109,1
0,10,0.40639763415344565,0.14690457538041612,0.9796732936223813,0.1372593064894514,-0.2031230489712511,0.24149554645491356,1
0,10,0.02229276526167001,0.02594045968152492,0.16929986493421545,0.13725930597486938,-0.20312304900676773,0.24149554636475157,1
0,10,0.30149988096455504,-0.08786286938484644,0.06632399721859672,0.1372593060402162,-0.2031230490021124,0.241495546376744,1
0,10,0.051223437779840175,0.3084943532329567,0.32742068779816025,0.49665129166631516,-0.006785001104692968,0.057273408358004936,3
0,10,0.013635227623209678,0.42947917903611255,0.7682137729096521,0.13725930629686256,-0.2031230489844531,0.2414955464215205,1
0,10,0.3837587323503122,-0.42169352619502076,0.09279657082516457,0.13725930651584017,-0.2031230489695496,0.24149554645907906,1
0,10,0.05043552528277573,0.17750837222950544,0.32242757159089996,0.49665129267288033,-0.006785000811806154,0.0572734098576587,3
0,10,-0.09865179287194348,-0.4672835451155517,0.44316988927087286,0.13725930652917273,-0.20312304896863081,0.24149554646141377,1
0,10,-0.30085832816303126,-0.1077560770165853,0.5349047052509532,0.13725930612046675,-0.2031230489967634,0.24149554639009374,1
0,10,-0.27827078356805157,0.22640786511901423,0.008757364940049861,0.13725930652115037,-0.20312304896901698,0.24149554646064214,1
0,10,-0.33368300284712626,0.34365820578042494,0.8709767490262053,0.13725930630789335,-0.20312304898378628,0.241495546423087,1
0,10,-0.24232711772696502,0.3086519578719853,0.899001464076159,0.49665129263006524,-0.006785000761785533,0.05727341008341527,3
0,10,-0.09482190656449996,-0.4848375831602527,0.47155291110462216,0.13725930655091603,-0.20312304896714486,0.241495546465167,1
0,10,-0.2803817075460804,-0.07156853075611891,0.5402831204653578,0.13725930670883424,-0.2031230489561243,0.24149554649329444,1
0,10,-0.4128841852865699,-0.43891378467539766,0.8343574593266567,0.13725930632282354,-0.2031230489827672,0.24149554642566068,1
0,10,0.4740809612356016,-0.03854602945527397,0.5875504841134864,0.13725930656281432,-0.20312304896619024,0.24149554646775825,1
0,10,0.35363645101958285,-0.08292317591224996,0.4513717060417737,0.1372593065379589,-0.20312304896802794,0.24149554646294655,1
0,10,-0.07339088982665043,-0.3494509390419207,0.43743874776684977,0.1372593063657108,-0.203123048979853,0.24149554643299462,1
0,10,0.4525423126417838,-0.1471488371379952,0.9258028286462154,0.13725930627767524,-0.20312304898583908,0.24149554641791768,1
0,10,-0.17889201082448425,0.22989175188146405,0.5518000264051632,0.4966512935145655,-0.006785000537526703,0.057273407338788065,3
0,10,-0.14983189283821097,-0.09337972401823347,0.7993985426979469,0.1372593065857043,-0.20312304896455516,0.24149554647197585,1
0,10,0.4014175337278292,0.2319251649120786,0.9158420612235281,0.13725930645504975,-0.20312304897364472,0.24149554644881285,1
0,10,-0.2082928255140566,0.4026407356461248,0.33784690587490274,0.13725930646567527,-0.20312304897291145,0.24149554645067384,1
0,10,0.1588552683794624,0.3410674628883825,0.20813847825857934,0.13725930650792087,-0.20312304896993386,0.24149554645830892,1
0,10,-0.42527668577061406,0.4476507014294637,0.3043493883654034,0.1372593068095794,-0.20312304894915495,0.24149554651100608,1
0,10,-0.1676811103754441,0.1764726151627971,0.008143940179988096,0.13725930653044077,-0.20312304896854633,0.24149554646162374,1
0,10,-0.3993960696159655,-0.15739501900003638,0.5846758702077637,0.13725930600020728,-0.2031230490051007,0.24149554636888368,1
0,10,0.14053236101422484,0.06893833244593495,0.48884669628250865,0.49665129278011355,-0.006784996406722806,0.05727340875144859,3
0,10,-0.2433066428477686,0.1309914045021474,0.08271428542364712,0.13725930653872023,-0.20312304896786684,0.24149554646348315,1
0,10,-0.08441983555043198,-0.4223258674311392,0.18722134987269978,0.13725930614678244,-0.20312304899487976,0.24149554639496076,1
0,10,0.34020986716057466,0.05620116974742473,0.1832807414408082,0.13725930653219806,-0.20312304896842284,0.24149554646194643,1
0,10,0.07763493951187272,-0.22370693673392172,0.2049525468097737,0.13725930633711705,-0.20312304898178524,0.24149554642814622,1
0,10,0.13762981872674773,0.3936678172116166,0.2904214163475216,0.13725930633381006,-0.2031230489820125,0.24149554642757062,1
0,10,-0.3393222810373344,0.0221006740742129,0.7261543860699808,0.13725930608449574,-0.20312304899921216,0.24149554638392148,1
0,10,-0.47930801868517703,0.2872315235613414,0.7837359042147178,0.1372593063140194,-0.2031230489833723,0.2414955464241277,1
0,10,0.4962428488438029,-0.3342344719381878,0.009388006720807196,0.13725930609697315,-0.20312304899823003,0.24149554638655893,1
0,10,-0.30819298505761683,0.11020656864940426,0.4763888603949169,0.13725930622720042,-0.20312304898934877,0.24149554640897494,1
0,10,-0.07512545860075837,-0.4326052948442036,0.9437347949137147,0.13725930643828513,-0.20312304897481936,0.241495546445805,1
0,10,-0.24001509068475446,0.039223064166351795,0.5093372194341794,0.49665129288620646,-0.006785000012355097,0.05727340910716432,3
0,10,0.32772966112245694,-0.42908440505474577,0.45504624001642613,0.13725930627468041,-0.20312304898606479,0.24149554641731938,1
0,10,-0.39051114155285616,-0.018274964969809293,0.4842145278336836,0.13725930608645587,-0.20312304899904154,0.24149554638439652,1
0,10,-0.11535779912563293,0.10227786378327952,0.16064846011906453,0.13725930641672268,-0.20312304897624214,0.24149554644227894,1
0,10,0.1348966721443574,0.1313553539033685,0.7352193781974827,0.4966512926435086,-0.006785000363699211,0.057273408467030704,3
0,10,0.19085863146955862,0.323136640104315,0.5776655196090674,0.4966512924603417,-0.006785000635405228,0.0572734094198925,3
0,10,0.37233403781023156,0.08561959842178357,0.28608005772718936,0.13725930603417433,-0.20312304900274783,0.24149554637486678,1
0,10,-0.48943460509515213,0.2260531075382617,0.8377580666688758,0.13725930601424025,-0.203123049004115,0.2414955463714066,1
0,10,0.19072698454188086,-0.12240983940207317,0.3861914089732814,0.49665129162432753,-0.0067850011111257056,0.057273408345903616,3
0,10,-0.4465721132629721,0.2534466249863332,0.021434933687548563,0.13725930629785035,-0.20312304898446917,0.24149554642136628,1
0,10,-0.3115828176523461,0.44218140236461845,0.5261847349428344,0.13725930621001162,-0.20312304899057027,0.24149554640583004,1
0,10,0.48778911008949377,-0.4076611641069703,0.7401957302008959,0.1372593061528905,-0.20312304899450542,0.24149554639585002,1
0,10,0.17930741555644403,0.14911644660357104,0.6061785679023886,0.4966512927504224,-0.006785000200838704,0.05727340804977821,3
0,10,0.3267766500351823,0.44390273768766075,0.3716703805244639,0.1372593061708071,-0.20312304899330214,0.2414955463988636,1
0,10,0.07388915909171012,0.3245799129912639,0.19160945375947924,0.13725930655290006,-0.2031230489668829,0.2414955464659875,1
0,10,0.061677575266800844,0.19704104366388875,0.5974032428125475,0.4966512929478451,-0.006785000026753045,0.05727340815069272,3
0,10,0.0347486244251245,-0.4184226091478944,0.5514298260081159,0.13725930651334675,-0.2031230489697182,0.2414955464586627,1
0,10,-0.3924054123239826,0.0732715882868844,0.5510162502649281,0.13725930644174628,-0.20312304897449143,0.2414955464467518,1
0,10,0.18193545826878066,-0.2860198404363654,0.8615429371441081,0.13725930623709615,-0.20312304898862124,0.2414955464108787,1
0,10,-0.05144870822503389,-0.0814679934680711,0.28375856576584146,0.49665129268982205,-0.006785000368280478,0.05727340921561459,3
0,10,0.14498711943819065,0.08188367751097769,0.2383099619103859,0.49665129271984126,-0.006785000571167765,0.05727340857437394,3
0,10,-0.31818216171535774,-0.42716249587013166,0.6411625378404193,0.1372593063598122,-0.20312304898021138,0.24149554643215193,1
0,10,0.40339898310918554,0.14010682570626076,0.6402429760175623,0.13725930635623684,-0.20312304898049965,0.24149554643136284,1
0,10,-0.4579553042045488,0.02863998910117793,0.8374990776270781,0.13725930646243503,-0.20312304897307534,0.24149554645033233,1
0,10,0.08232205840410867,-0.021311031232717825,0.947445273913633,0.1372593063996383,-0.20312304897747813,0.24149554643906979,1
0,10,-0.19875583738347125,-0.4301528422936898,0.8183766287259002,0.13725930629496347,-0.20312304898466152,0.24149554642088558,1
0,10,-0.2031875326591861,-0.1308587800739649,0.8651901876121062,0.13725930636593064,-0.20312304897987257,0.2414955464329026,1
0,10,-0.3460534196991898,0.14675080851130073,0.24236105897995763,0.137259306724787,-0.20312304895502373,0.2414955464960879,1
